Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j11,j10,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Amavi Jordan,DL,1,-2,,2,3.3,1.8,1,2,1,1,3,3,3,3,0,0,4.75,0,0,0,2,0,0,0.35,0,0,0,0,0,0.5,0,0,65,0,0,32.5,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Lees-Melou Pierre,MO,23,5,,31,94.89,84.68,31,36,34,38,30,33,23,23,06.09,06.09,6.22,525.27,11,11,32,0.89,0.89,0.94,1,1,4,1,1,1,990,990,2880,90,90,90,990,720,6,23,4.5,5,6,7,6,7.5,7,6.5,5.5,6,6,5,7,8,6,5.5,6,6.5,0,8,7,6,6,7,5.5,5,4.5,7,0,8,6,6,6,0,6,0,0,0,2,,null,1,null,1,26,21,9,0.8369,817,17,24,53.79,17,null,null,49,56,17,16,25,13,121,8,8,3,null,null,null,-2,null,15,281.55,-163.91,-8.75,7.00,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,Sursis (5sem.)
Camara Mahdi,MD,14,2,,17,55.26,15.02,15,20,15,20,14,14,15,20,5.7,5.25,5.61,512.3,10,2,32,0.63,0.35,0.8,1,0,3,0.9,1,0.72,643,144,1963,64.3,72,61.34,643,654,6.5,14,5,5.5,0,5,5.5,6,7,6,6,5,6,5.5,7,4.5,5.5,5,6,6,5,6,6.5,6,0,0,4,6,4,5,6,7.5,6,5.5,5.5,4.5,5.5,0,0,0,2,,null,null,null,1,14,9,6,0.8612,318,10,11,47.3,11,null,null,3,23,10,7,4,9,54,9,9,5,null,1,null,-1,1,11,133.95,-64.75,-1.54,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Magnetti Hugo,MD,13,2,,15,26.13,4.2,13,18,14,18,13,13,13,17,5.32,5.32,5.35,494,11,11,31,0.6,0.6,0.67,0,0,1,0.91,0.91,0.74,715,715,1816,65,65,58.58,,1816,7,1000,4.5,5,4,5.5,5.5,6,6,5.5,5.5,5.5,5.5,4.5,7,0,0,5,5,5,5.5,5,5,5,4.5,5,5.5,5.5,5,5,6,7,6.5,0,5.5,5,0,0,0,0,2,,null,null,null,1,9,6,2,0.8681,387,7,15,48,10,null,null,8,28,8,5,4,10,58,12,12,6,null,null,null,-2,null,12,113.95,-71.95,-4.13,5.00,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Martin Jonas,MD,9,1,,9,1.5,0.9,9,9,9,9,9,9,9,9,5.15,0,5.13,482.9,10,0,15,0.34,0,0.35,0,0,0,0.2,0,0.2,319,0,446,31.9,0,29.73,,,null,1000,0,5,5,5,5.5,5,5,4.5,5.5,5.5,5.5,0,4.5,5.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,5,0,0,0,null,,null,null,null,1,3,0,null,0.8517,292,null,7,54.17,10,null,null,11,15,2,1,4,4,41,5,5,4,null,1,null,null,null,4,66.8,-40.1,-1.81,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,Sursis (3sem.)
Lebeau Adrien,MO,5,-1,,,,,6,6,8,8,6,6,6,6,5,0,5,492,2,0,2,0,0,0,0,0,0,0,0,0,14,0,14,7,0,7,,,null,1000,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.2857,11,null,null,,null,null,null,null,null,null,null,null,null,6,1,1,1,null,1,null,1,null,2,11,-14,-2.05,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,† Incertain
Doumbia Kamory,MD,9,1,,,,,9,9,10,10,9,9,9,9,5,5,5.18,478.33,6,6,19,0.32,0.32,0.69,0,0,1,0,0,0.26,143,143,640,23.83,23.83,33.68,,640,7,1000,5,4.5,5,5,5.5,5,0,0,0,0,0,5,0,0,0,6,5,5,4,0,4.5,0,0,0,0,0,5,5.5,7,6,5,0,0,4.5,6,0,0,0,null,,null,null,null,null,4,2,null,0.8932,133,1,6,44.44,4,null,null,2,12,1,1,null,1,23,2,2,4,null,-2,null,-3,null,7,53.25,-32.17,-0.95,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Mathias Pereira Lage Mathias,MO,7,0,,,,,8,8,7,8,7,7,8,8,4.93,4.88,5.18,485.86,7,4,17,0.19,0.25,0.68,0,0,2,0.14,0,0.35,125,22,514,17.86,5.5,30.24,,257,6.5,1000,4.5,5,5,5,0,0,0,0,5,5,5,5,5,0,5,0,7,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,6.5,6,0,0,0,null,,null,null,null,null,3,2,2,0.7381,65,1,null,8.33,3,null,null,2,2,8,7,1,3,16,2,2,1,null,-2,null,-4,1,1,27.43,-28.21,-1.96,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Camblan Axel,MO,4,1,,,,,4,4,4,4,4,4,4,4,4.6,4.5,4.72,485.8,5,1,9,0.22,0,0.26,0,0,0,0,0,0,71,47,100,14.2,47,11.11,,,null,1000,4.5,0,4.5,0,4.5,0,0,0,0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,5,0,5,0,0,0,0,null,,null,null,null,null,2,0,null,0.7667,36,null,1,23.81,2,null,null,1,null,null,null,null,1,10,1,1,2,null,null,null,-1,1,2,19,-35.8,-2.38,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Del Castillo Romain,A,17,2,,31,95.8,69.97,30,35,31,35,34,38,30,34,5.91,5.91,5.75,547.09,11,11,30,1.22,1.22,01.02,3,3,6,1,1,0.73,956,956,1952,86.91,86.91,65.07,319,325,6.5,5.67,4.5,6,4.5,6,4.5,7,6,6,5,7.5,8,4,5.5,5.5,7,6.5,5,5,6.5,5,6.5,7,6.5,6,0,5,4.5,5,0,0,0,0,4.5,6,6.5,0,0,0,2,2,null,null,3,6,14,7,5,0.7069,684,3,8,43.21,7,null,null,10,24,56,43,1,12,217,37,37,19,null,null,null,-2,null,23,225.62,-112.77,3.36,6.00,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Mounié Steve,A,10,1,,13,57.36,13.51,12,15,12,15,20,25,10,10,4.68,4.68,5,476.55,11,11,33,0.93,0.93,01.02,2,2,8,0.45,0.45,0.76,487,487,2128,44.27,44.27,64.48,244,266,6,5,4.5,6.5,4.5,4,4,6.5,4.5,4.5,4,4.5,4,5,5,6,6.5,4,6,4.5,5,4.5,7,5,4,4,0,0,4.5,5,4,7,6.5,4,4,6,6,0,0,0,0.5,,null,null,null,1,17,7,3,0.6728,211,null,3,52.08,11,null,null,4,7,2,1,4,6,65,6,6,8,null,null,null,-2,4,13,62.47,-37.84,4.65,4.00,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,Sursis (4sem.)
Le Douaron Jérémy,A,14,0,,21,76.88,15.02,20,25,19,26,25,25,19,27,5.14,5.14,5.45,481.82,11,11,33,0.6,0.6,01.06,1,1,8,1,1,0.88,830,830,2393,75.45,75.45,72.52,830,299,5.5,14,4.5,5.5,4,5,5.5,6,5,5,5,5,6,5,4.5,5.5,7,5,7,5.5,7,6.5,7,0,4,6,5,5.5,4,7,6,8,5.5,4.5,4,0,4,0,0,0,2,,null,null,null,null,28,15,14,0.6451,320,2,7,42.74,11,null,null,19,14,27,23,5,11,109,3,3,10,null,null,null,-2,9,26,132.15,-93.89,-1.25,6.00,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,† Incertain
Satriano Martín,A,11,2,,14,27.93,4.2,12,16,14,16,11,11,11,11,4.77,4.77,4.58,468.27,11,11,31,0.61,0.61,0.53,1,1,2,0.55,0.55,0.55,525,525,1501,47.73,47.73,48.42,525,751,6,11,4.5,5,4,6,4,5.5,5,5,4.5,4.5,4.5,4.5,4,0,0,0,0,4.5,4.5,0,4,4.5,4.5,4,6,4,4.5,4.5,4.5,4.5,4,5,4.5,4.5,5,4,0,0,1.5,,null,null,null,null,19,10,2,0.6601,209,2,5,52,5,null,null,3,8,2,2,11,7,66,6,6,4,null,null,null,-2,1,19,54.5,-27.93,02.04,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Brahimi Billal,A,8,0,,8,2.1,0.3,8,8,10,10,8,8,8,8,4.63,5,4.92,453.25,8,1,25,0.44,0,0.72,0,0,3,0,0,0.08,98,7,561,12.25,7,22.44,,187,6,1000,5,0,4,4.5,0,5,5,5,4,4.5,0,0,5.5,5,5,0,0,4.5,4,5.5,5,5,0,4.5,4.5,5,7.5,6,0,5,5,0,4.5,0,4.5,0,0,0,null,,null,null,null,null,3,3,3,0.7677,78,null,null,35.29,2,null,null,3,5,10,9,null,null,22,3,3,3,null,null,null,-1,null,2,25.44,-16.27,-0.41,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Konté Djibril,A,1,0,,1,1.5,0.6,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Brest,Strasbourg,dim. 12/11 13:00,52.91005291005292,0.46717,0.46248,0.45912,
Diaw Mory,G,14,0,,16,25.53,9.61,15,17,15,17,16,17,14,17,5.45,5.45,5.48,531,10,10,33,1.54,1.54,1.25,0,0,0,1,1,1,900,900,2970,90,90,90,,,null,1000,7,5.5,6.5,0,8.5,4.5,4,4.5,6,4,4,6,7,0,6.5,5.5,6.5,6,6,6.5,5,6.5,2,6,6,5,5,4,7,5.5,5,5,6,4,4.5,0,0,0,2,,null,null,null,null,0,0,null,,null,null,null,,null,27,15,null,null,null,null,null,14,null,null,null,null,23,-5,1,-7,null,null,144.2,-77,-4.32,6.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,Sursis (3sem.)
Ndiaye Massamba,G,7,0,,9,2.4,1.8,7,10,7,8,12,12,7,7,0,0,5.81,0,0,0,8,0,0,1.13,0,0,0,0,0,0.88,0,0,694,0,0,86.75,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,6,5,7,5,7.5,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Borne Théo,G,3,0,,,,,3,3,5,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Konate Cheick Oumar,DC,8,3,,9,26.73,15.32,9,10,9,10,8,8,12,12,5.19,5.3,4.76,521.38,8,5,17,0.7,0.91,01.02,1,1,1,0.63,1,0.65,461,423,1033,57.63,84.6,60.76,461,1033,6,8,4.5,4.5,5,0,6.5,6,0,0,5,5,5,0,0,0,0,0,5,5,5.5,0,4,4.5,2.5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,null,1,7,6,5,0.7014,287,5,9,54.69,5,null,null,10,9,19,15,5,6,73,6,6,5,null,-4,null,-6,null,8,139.06,-132.44,-14.54,4.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Ogier Florent,DC,9,-1,,18,13.21,0.3,18,18,10,10,11,11,18,18,4.75,5.5,4.76,524,4,1,21,0.87,0,0.77,1,0,1,1,1,0.71,349,90,1374,87.25,90,65.43,349,1374,5.5,9,5.5,0,4,0,0,0,0,5.5,4,0,0,5,0,0,5.5,5,5.5,4,5,5,5,0,3,5.5,5,3.5,5,3.5,5,0,0,5,5.5,0,0,0,0,0,0.5,,null,null,null,null,4,2,null,0.8032,245,4,2,55.17,5,null,null,9,8,null,null,11,4,38,null,null,null,null,null,1,null,null,2,141.63,-167.5,-14.5,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Caufriez Maximiliano,DC,8,1,,9,10.21,4.8,9,9,9,9,11,11,8,8,5.1,0,5.3,534.6,5,0,23,1.24,0,0.97,0,0,1,1,0,0.96,443,0,1966,88.6,0,85.48,,1966,8,1000,0,5,7,0,5,3.5,5,0,0,0,0,5,8,4,6,5,6,5.5,6,5.5,5,0,0,0,0,0,4.5,4,6,5.5,5,5.5,0,5.5,4.5,0,0,0,1.5,,null,null,1,null,1,1,2,0.8707,286,5,10,57.89,8,null,null,12,3,1,1,21,5,33,4,4,2,null,-2,1,-2,null,3,153.1,-149.4,-9.84,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,Sursis (4sem.)
Neto Borges,DL,8,-2,,11,17.42,1.2,10,11,12,12,10,10,10,10,4.92,6,05.07,526.5,6,1,27,01.07,0,0.95,0,0,2,1,1,1,540,90,2384,90,90,88.3,,1192,6,1000,6,0,0,0,0,0,5.5,4.5,5.5,5,3,5,6,6,5,5,0,0,3.5,5.5,7,4,3,5.5,5,4.5,5,4.5,5,6,6,6,5.5,4.5,0,0,0,0,1.5,,null,null,null,1,7,4,6,0.8308,418,14,5,58,3,null,null,21,11,23,16,8,10,58,5,5,1,null,-4,null,-6,null,9,177.42,-196.17,-18.92,4.00,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Zeffane Mehdi,DL,9,1,,10,2.1,0.9,10,10,10,10,9,9,9,9,4.85,4.85,5.11,492.6,10,10,27,0.34,0.34,0.53,0,0,1,0.5,0.5,0.44,398,398,1033,39.8,39.8,38.26,,1033,6.5,1000,5,5,5,0,5,5,5,5,4.5,5,4,6.5,6,5,6,5,5.5,5,5,5.5,0,4,0,5.5,0,5,0,5.5,5,5,5,5,0,0,0,0,0,0,1,,null,null,null,null,8,2,9,0.7545,255,6,7,41.67,2,null,null,14,14,18,17,8,8,45,4,4,1,null,-5,null,-7,2,5,87.4,-109.15,-9.52,4.00,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Pelmard Andy,DC,9,2,,9,11.11,6.31,9,10,9,10,9,9,10,10,4.8,4.8,4.8,511.6,10,10,10,0.82,0.82,0.82,0,0,0,1,1,1,900,900,900,90,90,90,,,null,1000,5,4.5,6,0,5.5,4.5,5.5,4.5,5,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,null,null,null,1,2,2,1,0.8568,628,6,13,79.07,3,null,null,32,26,3,3,17,14,71,2,2,null,null,-5,null,-7,1,2,110.25,-122.4,-13.9,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Seidu Alidu,DC,9,-1,,11,22.82,4.8,10,11,10,10,11,11,11,14,4.61,0,5,516.78,9,0,24,0.74,0,0.66,0,0,0,0.89,0,0.96,727,0,2064,80.78,0,86,,,null,1000,0,4,4.5,0,5.5,3.5,4,5.5,5.5,4.5,4.5,5,5.5,4.5,5.5,5,0,0,5,5,5.5,0,0,0,0,0,0,0,5.5,6,6,5.5,5.5,4.5,4.5,0,0,0,1.5,,null,null,1,1,4,1,null,0.7538,612,15,16,62.92,11,null,null,37,32,4,4,19,13,103,4,4,4,null,-5,null,-7,null,6,170.33,-207.89,-20.11,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Armougom Yoël,DL,3,-2,,,,,6,6,,,7,7,6,6,0,0,4.91,0,0,0,11,0,0,0.44,0,0,0,0,0,0.73,0,0,719,0,0,65.36,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,5,4.5,4.5,0,0,5,4.5,5,4.5,6,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Cham Muhammed,MO,13,-2,,18,77.78,34.23,17,21,16,21,20,21,19,22,5.3,5.3,5.34,504.7,10,10,34,0.98,0.98,0.86,2,2,6,1,1,0.68,860,860,1982,86,86,58.29,430,330,6,6.5,5.5,4.5,7,0,5,5,3.5,5.5,5.5,5,6.5,6,5.5,5.5,5,6,6,7,6.5,7,5,5.5,4.5,6,5,5,4,4,5,4.5,5,5,6,5,4.5,0,0,0,2,0,null,null,1,1,28,19,11,0.8861,595,1,7,42.35,9,null,null,15,19,18,16,1,13,120,12,12,13,null,-5,null,-7,2,19,150.23,-104.27,-1.72,5.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Magnin Yohann,MD,10,3,,,,,10,10,10,10,10,10,10,10,5.11,5.14,05.06,484.33,9,7,33,0.6,0.69,0.6,1,1,1,0.44,0.57,0.61,432,393,1971,48,56.14,59.73,432,1971,6,10,6,4,6,0,5,5,5,5,0,5,5,5,5,5,5,6,5,5,5,5,5,5.5,3,5.5,4.5,4.5,4.5,5,6,5.5,5.5,5,5.5,4.5,5.5,0,0,0,0.5,,null,1,null,2,9,6,2,0.8111,292,4,2,49.02,4,null,null,11,14,3,1,5,6,62,3,3,3,null,-4,null,-6,2,16,108.28,-82.06,-11,5.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Gonalons Maxime,MD,10,1,,11,8.71,4.2,10,12,10,13,10,10,10,10,5.15,5.15,5.24,476.8,10,10,27,0.75,0.75,0.73,0,0,0,1,1,0.78,779,779,1707,77.9,77.9,63.22,,,null,1000,5,5.5,5.5,0,5.5,4,6,6,5.5,4.5,4,6,6.5,5,5,0,6.5,5.5,5,6.5,5,5,4,5.5,5.5,4.5,4.5,0,0,0,0,0,0,5,5,0,0,0,2,,null,null,null,null,7,3,1,0.8876,583,14,17,50.53,15,null,null,19,39,1,1,4,13,71,4,4,7,null,-5,null,-7,null,7,146.4,-116.4,-7.53,5.00,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,Sursis (6sem.)
Rashani Elbasan,MO,9,1,,9,1.2,0.3,9,9,9,9,9,9,10,10,05.07,05.07,5.33,470.29,7,7,27,0.35,0.35,0.72,0,0,2,0.29,0.29,0.74,254,254,1727,36.29,36.29,63.96,,864,6.5,1000,5.5,5.5,5,0,5,5,4.5,5,0,0,0,7,5,5,6,5.5,5,5.5,5.5,5.5,5,0,0,0,6.5,4,5,0,6,4.5,7,6,5,4.5,5,0,0,0,1.5,,null,null,null,null,5,1,2,0.8018,135,1,3,40.91,5,null,null,5,8,5,5,3,1,35,4,4,5,null,-2,null,-2,null,6,68.07,-53.43,-3.27,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Boutobba Bilal,MO,10,1,,,1.5,,33,33,10,12,33,33,10,12,5,4.9,5.47,473.67,9,5,31,0.25,0.22,0.94,0,0,5,0.11,0,0.71,125,32,1929,13.89,6.4,62.23,,386,6,1000,5,4.5,5,0,5,5,0,5,5,5.5,5,6.5,5,7,5.5,6,3.5,5,5.5,0,0,7,5,7,3.5,5.5,7,5.5,5,6.5,4.5,7,6,5.5,5.5,0,0,0,null,,null,null,null,null,6,3,3,0.7105,134,2,3,55.88,2,null,null,2,3,18,12,null,3,36,2,2,3,null,-4,null,-6,1,5,54.28,-41.39,-3.1,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Gastien Johan,MD,10,1,,11,3.9,2.1,10,11,10,12,10,10,10,10,5,5,5.3,469.3,10,10,28,0.71,0.71,0.84,0,0,3,1,1,0.93,818,818,2293,81.8,81.8,81.89,,764,6,1000,6.5,4.5,5.5,0,5.5,5,5,4,5,4.5,4.5,7.5,5.5,4.5,5,5,6,6.5,4.5,7,6,4.5,5,5,0,0,0,0,0,0,5.5,6,5.5,4.5,5,0,0,0,2,,null,null,null,null,3,3,2,0.8247,752,14,7,47.19,15,null,null,28,38,5,4,6,13,133,9,9,5,null,-5,null,-7,null,16,167.7,-157.9,-19.37,4.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Keïta Habib,MD,8,3,,,,,13,14,8,8,14,15,8,8,4.9,0,4.9,448.8,5,0,5,0.42,0,0.42,0,0,0,0,0,0,64,0,64,12.8,0,12.8,,,null,1000,0,4.5,5.5,0,5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,1,0.6918,73,null,2,35.71,2,null,null,2,2,2,2,2,null,9,1,1,1,null,-2,null,-2,null,null,33.1,-27.8,-3.34,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Jérémie Bela Jeremie,MO,6,-1,,,,,7,7,9,10,7,7,7,7,4.67,0,4.65,447.33,3,0,13,0.29,0,0.32,0,0,0,0,0,0.08,33,0,291,11,0,22.38,,,null,1000,0,0,0,0,0,0,0,0,4.5,4.5,5,0,0,4.5,0,4,0,4.5,0,0,0,5,5,0,0,0,5,4.5,0,0,0,0,5,4.5,4.5,0,0,0,null,,null,null,null,null,1,1,1,0.9333,28,null,null,33.33,null,null,null,null,1,5,4,null,2,6,2,2,null,null,-3,null,-5,null,3,25.33,-13.47,-0.07,5.00,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Maurer Aiman,MO,6,-1,,,,,7,7,7,7,7,7,7,7,4.33,4,4.73,442,3,1,13,0.29,0,0.86,0,0,0,0,0,0.46,30,1,533,10,1,41,,,null,1000,4,0,0,0,0,0,4.5,0,4.5,0,0,0,7,0,0,0,5,0,0,4,4.5,4.5,3.5,5,0,5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,2,1,null,0.4444,25,null,1,40,null,null,null,null,null,1,1,null,1,8,null,null,1,null,-2,null,-2,null,1,12.57,-10.53,-0.7,4.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Kyei Grejohn,A,10,-2,,12,24.62,1.2,12,12,13,13,10,10,12,12,4.25,4.25,4.88,457.75,8,2,32,0.6,0.35,01.04,1,0,9,0.5,0,0.78,320,15,2037,40,7.5,63.66,320,226,5.5,10,4,4.5,0,0,0,4,4,5.5,4.5,3.5,4,6,5,4,7,5,6,6,7,5.5,6,4.5,5,4.5,4.5,4,3.5,3.5,4.5,4.5,7,6,5,4,4,0,0,0,1,1,null,null,null,null,3,2,1,0.8185,138,null,1,40.91,11,null,null,null,2,1,null,null,8,45,5,5,3,null,-6,null,-8,null,14,32.85,-35.71,2.76,4.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Nicholson Shamar,A,10,1,,12,32.73,6.91,11,13,11,14,10,11,10,11,4.92,4.92,4.92,477.67,6,6,6,0.66,0.66,0.66,0,0,0,0.83,0.83,0.83,463,463,463,77.17,77.17,77.17,,,null,1000,4.5,4,6,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,null,null,2,1,13,10,3,0.7471,170,null,1,45.21,8,null,null,2,8,1,null,5,4,52,6,6,5,null,-2,null,-2,2,12,86.9,-46.83,-1.15,0,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Allevinah Jim,A,9,0,,9,14.71,0.6,9,9,9,9,15,15,9,9,4.85,4.85,4.87,492.1,10,10,34,0.53,0.53,0.81,0,0,0,0.8,0.8,0.82,705,705,2433,70.5,70.5,71.56,,,null,1000,5.5,4.5,4.5,0,5.5,4,5,4.5,5.5,5,4.5,5,4.5,3.5,4.5,4.5,6.5,5,5.5,7,5.5,3.5,3,6,5.5,4.5,4.5,4,5,5.5,5,4.5,5,5,4.5,0,0,0,1.5,,null,null,null,1,9,6,10,0.8527,463,8,2,45.24,5,null,null,21,18,27,22,9,8,100,9,9,10,null,-5,null,-7,null,21,121.66,-136.84,-9.69,3.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,
Andric Komnen,A,3,-4,,,0.6,,7,7,7,7,9,9,9,9,4.13,0,4.44,445,4,0,24,0.25,0,0.5,0,0,0,0.25,0,0.21,124,0,634,31,0,26.42,,,null,1000,0,0,0,0,0,0,0,4,4,4.5,4,4.5,4,4.5,3.5,4.5,4.5,0,0,0,0,4.5,4,5.5,4.5,4.5,4.5,5,4.5,4.5,4.5,5.5,5,4.5,3.5,0,0,0,0.5,,null,null,null,null,2,0,null,0.7232,69,null,1,31.58,null,null,null,null,2,null,null,1,2,23,3,3,5,null,-3,null,-5,null,4,16.93,-25.65,-1.4,4.50,Clermont,Montpellier,mer. 29/11 19:00,40.476,0.37812,0.38848,0.37608,🏠Hors groupe (3sem.)
