Joueur,Poste,Cote,Var cote,Cote prédite,Enchère moy,% achat,% achat tour 1,Q2 Toutes tailles,Q3 Toutes tailles,Q2 à 6 joueurs,Q3 à 6 joueurs,Q2 à 8 joueurs,Q3 à 8 joueurs,Q2 à 10 joueurs,Q3 à 10 joueurs,Note,Note série,Note 1 an,Note M11,Nb match,Nb match série,Nb match 1 an,Variation,Var série,Var 1 an,But,Buts série,Buts 1 an,%Titu,%Titu série,%Titu 1 an,Temps,Tps série,Tps 1 an,Tps moy,Tps moy série,Tps moy 1 an,Min/But,Min/But 1 an,Min note/but,Prix/but,j9,j8,j7,j6,j5,j4,j3,j2,j1,j38,j37,j36,j35,j34,j33,j32,j31,j30,j29,j28,j27,j26,j25,j24,j23,j22,j21,j20,j19,j18,j17,j16,j15,j14,j13,j12,j11,j10,Cleansheet,But/Peno,But/Coup-franc,But/surface,Pass decis.,Occas° créée,Tirs,Tirs cadrés,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Poss Def,Poss Mil,Centres,Centres ratés,Dégagements,But concédé,Ballon perdu,Passe>Tir,Passe perfo,Dépossédé,Plonge&stop,Nb matchs gagnés,Erreur>But,Diff de buts,Grosse occas manquée,Balle non rattrapée,Bonus moy,Malus moy,Index MPGStats,DMI,Club,Prochain opposant,Date,Victoire probable,%Win+12J,%Win+16J,%Win+20J,Dispo@MPGLaurent?
Magnetti Hugo,MD,13,2,,13,51.96,08.04,13,13,13,13,13,13,13,13,5.44,5.44,5.4,493.67,9,9,30,0.58,0.58,0.66,0,0,1,0.89,0.89,0.73,567,567,1742,63,63,58.07,,1742,7,1000,4,5.5,5.5,6,6,5.5,5.5,5.5,5.5,4.5,7,0,0,5,5,5,5.5,5,5,5,4.5,5,5.5,5.5,5,5,6,7,6.5,0,5.5,5,0,0,5.5,0,0,0,2,,null,null,null,null,9,6,2,0.8757,312,4,13,50,8,null,null,7,22,6,5,4,6,45,8,8,6,null,2,null,1,null,10,116.89,-65.83,-3.49,4.50,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Martin Jonas,MD,9,1,,9,2.24,0.56,9,9,9,9,9,9,9,9,5.17,5.17,5.14,480.56,9,9,14,0.35,0.35,0.36,0,0,0,0.22,0.22,0.21,300,300,427,33.33,33.33,30.5,,,null,1000,5,5,5.5,5,5,4.5,5.5,5.5,5.5,0,4.5,5.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,5,0,0,0,0,0,null,,null,null,null,1,3,0,null,0.8537,276,null,6,53.33,9,null,null,10,14,1,null,4,3,39,5,5,4,null,2,null,1,null,4,69.11,-41.06,-2.08,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Doumbia Kamory,MD,9,1,,9,0.75,0.56,9,9,10,10,9,9,9,9,5.13,5.13,5.29,485.25,4,4,19,0.25,0.25,0.69,0,0,1,0,0,0.37,101,101,767,25.25,25.25,40.37,,767,7,1000,5,5,5.5,5,0,0,0,0,0,5,0,0,0,6,5,5,4,0,4.5,0,0,0,0,0,5,5.5,7,6,5,0,0,4.5,6,6,5.5,0,0,0,null,,null,null,null,null,3,2,null,0.8692,93,1,3,47.37,2,null,null,1,10,1,1,null,null,18,null,null,3,null,null,null,null,null,5,57.88,-29.25,0.03,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Mathias Pereira Lage Mathias,MO,7,0,,7,1.68,0.75,7,7,7,8,7,7,7,8,5,5,5.21,488.2,5,2,17,0,0,0.66,0,0,2,0.2,0,0.41,110,7,591,22,3.5,34.76,,296,6.5,1000,5,5,0,0,0,0,5,5,5,5,5,0,5,0,7,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,6.5,6,5,5,0,0,0,null,,null,null,null,null,3,2,2,0.7,51,1,null,11.11,2,null,null,1,2,8,7,1,2,13,1,1,null,null,null,null,-1,1,1,34,-31.8,-2.08,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Lebeau Adrien,MO,5,-1,,6,0.56,0.37,6,6,8,8,6,6,6,6,5,0,5,492,2,0,2,0,0,0,0,0,0,0,0,0,14,0,14,7,0,7,,,null,1000,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,0.2857,11,null,null,,null,null,null,null,null,null,null,null,null,6,1,1,1,null,1,null,1,null,2,11,-14,-2.05,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Camblan Axel,MO,4,1,,4,1.31,0.93,4,4,4,4,4,4,4,4,4.63,4.5,4.65,485.75,4,1,10,0.25,0,0.34,0,0,0,0,0,0,24,16,72,6,16,7.2,,,null,1000,4.5,0,4.5,0,0,0,0,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,5,0,5,0,4,4.5,0,0,0,null,,null,null,null,null,1,0,null,0.7083,19,null,1,16.67,2,null,null,1,null,null,null,null,null,7,null,null,2,null,1,null,1,1,1,11.38,-27.5,-2.1,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,Sursis
Del Castillo Romain,A,17,2,,29,97.38,78.13,28,34,28,35,28,33,30,35,06.06,06.06,5.7,554.56,9,9,30,1.26,1.26,01.06,3,3,6,1,1,0.73,790,790,1948,87.78,87.78,64.93,263,325,6.5,5.67,4.5,6,4.5,7,6,6,5,7.5,8,4,5.5,5.5,7,6.5,5,5,6.5,5,6.5,7,6.5,6,0,5,4.5,5,0,0,0,0,4.5,6,6.5,4,5,0,0,0,2,2,null,null,2,6,14,7,5,0.6879,544,2,7,44,6,null,null,9,20,44,33,1,8,176,28,28,15,null,2,null,1,null,19,228.17,-104.63,5.8,6.50,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Satriano Martín,A,11,2,,12,57.38,9.53,11,12,11,14,11,12,11,13,4.78,4.78,4.6,472.11,9,9,30,0.67,0.67,0.56,1,1,2,0.67,0.67,0.6,489,489,1543,54.33,54.33,51.43,489,772,6,11,4,6,4,5.5,5,5,4.5,4.5,4.5,4.5,4,0,0,0,0,4.5,4.5,0,4,4.5,4.5,4,6,4,4.5,4.5,4.5,4.5,4,5,4.5,4.5,5,4,5.5,0,0,0,1.5,,null,null,null,null,15,7,2,0.6401,192,2,4,50.7,5,null,null,3,8,2,2,10,6,64,6,6,4,null,2,null,1,1,19,61.72,-32.89,2.3,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Mounié Steve,A,10,1,,12,39.25,2.43,11,11,10,11,22,26,11,11,4.5,4.5,4.97,462.89,9,9,31,0.79,0.79,01.01,1,1,7,0.33,0.33,0.74,332,332,1973,36.89,36.89,63.65,332,282,6,10,4.5,4,4,6.5,4.5,4.5,4,4.5,4,5,5,6,6.5,4,6,4.5,5,4.5,7,5,4,4,0,0,4.5,5,4,7,6.5,4,4,6,6,0,0,0,0,0,0.5,,null,null,null,null,9,4,null,0.6544,142,null,2,54.17,10,null,null,4,5,null,null,3,2,47,2,2,5,null,2,null,1,3,9,40.82,-28.4,2.4,4.00,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,Sursis (5sem.)
Le Douaron Jérémy,A,14,0,,20,84.49,14.21,18,24,20,25,17,22,19,25,5.17,5.17,5.39,477.89,9,9,33,0.61,0.61,1.11,0,0,7,1,1,0.85,716,716,2367,79.56,79.56,71.73,,338,5.5,1000,4,5,5.5,6,5,5,5,5,6,5,4.5,5.5,7,5,7,5.5,7,6.5,7,0,4,6,5,5.5,4,7,6,8,5.5,4.5,4,0,4,3.5,4.5,0,0,0,2,,null,null,null,null,24,13,12,0.668,286,2,7,45.37,9,null,null,19,13,25,21,4,8,96,3,3,9,null,2,null,1,8,24,136.68,-96.46,-4.24,4.00,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Brahimi Billal,A,8,0,,10,17.2,3.74,9,10,10,10,9,11,8,8,4.57,4.25,4.92,454.43,7,2,26,0.45,0.35,0.72,0,0,3,0,0,0.15,91,31,689,13,15.5,26.5,,230,6,1000,4,4.5,0,5,5,5,4,4.5,0,0,5.5,5,5,0,0,4.5,4,5.5,5,5,0,4.5,4.5,5,7.5,6,0,5,5,0,4.5,0,4.5,4.5,5.5,0,0,0,null,,null,null,null,null,3,3,3,0.7345,70,null,null,33.33,2,null,null,2,5,9,9,null,null,21,2,2,3,null,1,null,1,null,2,25.97,-17.71,-0.56,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,
Konté Djibril,A,1,0,,1,1.68,0.75,1,1,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Brest,Paris,dim. 29/10 13:00,18.51851851851852,0.45874,0.46072,0.46835,🏠Hors groupe
Diaw Mory,G,14,0,,18,29.35,10.28,15,19,16,18,15,21,16,18,5.25,5.25,5.42,528.13,8,8,33,1.63,1.63,1.23,0,0,0,1,1,1,720,720,2970,90,90,90,,,null,1000,6.5,0,8.5,4.5,4,4.5,6,4,4,6,7,0,6.5,5.5,6.5,6,6,6.5,5,6.5,2,6,6,5,5,4,7,5.5,5,5,6,4,4.5,5,5.5,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,22,12,null,null,null,null,null,13,null,null,null,null,20,-4,1,-6,null,null,147,-91.25,-10.32,6.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,Sursis (4sem.)
Ndiaye Massamba,G,7,0,,8,2.8,1.31,8,8,11,11,8,8,7,7,0,0,5.81,0,0,0,8,0,0,1.13,0,0,0,0,0,0.88,0,0,694,0,0,86.75,,,null,1000,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,0,6,5,7,5,7.5,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Borne Théo,G,3,0,,3,1.31,0.75,3,3,5,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,🏠Hors groupe
Konate Cheick Oumar,DC,8,3,,8,6.17,3.36,8,11,8,11,8,8,12,12,5.42,5.83,4.8,533.5,6,3,15,0.66,0.76,01.08,1,1,1,0.5,1,0.6,291,253,863,48.5,84.33,57.53,291,863,6,8,5,0,6.5,6,0,0,5,5,5,0,0,0,0,0,5,5,5.5,0,4,4.5,2.5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,null,1,6,5,3,0.7084,183,3,6,63.16,3,null,null,7,6,16,14,5,5,41,5,5,3,null,-3,null,-5,null,3,144.92,-107.67,-11.3,5.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Ogier Florent,DC,9,-1,,12,18.32,2.43,11,11,10,10,11,11,12,17,4.5,4,4.68,527.67,3,1,22,0.87,0,0.75,1,0,1,1,1,0.73,259,90,1464,86.33,90,66.55,259,1464,5.5,9,4,0,0,0,0,5.5,4,0,0,5,0,0,5.5,5,5.5,4,5,5,5,0,3,5.5,5,3.5,5,3.5,5,0,0,5,5.5,0,0,4.5,4,0,0,0,null,,null,null,null,null,4,2,null,0.7679,181,4,2,57.69,5,null,null,7,8,null,null,8,4,33,null,null,null,null,null,1,null,null,2,158.33,-210,-18.47,4.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Caufriez Maximiliano,DC,8,1,,10,6.73,3.74,8,10,8,9,8,10,8,8,5.13,5.13,5.33,541.75,4,4,23,1.44,1.44,0.97,0,0,1,1,1,0.96,353,353,1966,88.25,88.25,85.48,,1966,8,1000,7,0,5,3.5,5,0,0,0,0,5,8,4,6,5,6,5.5,6,5.5,5,0,0,0,0,0,4.5,4,6,5.5,5,5.5,0,5.5,4.5,0,5.5,0,0,0,1.5,,null,null,1,null,1,1,2,0.8567,237,4,9,58.06,6,null,null,8,3,1,1,20,4,29,3,3,2,null,-1,1,-1,null,3,167.63,-159.25,-10.32,5.50,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,Sursis (5sem.)
Zeffane Mehdi,DL,9,1,,9,19.44,6.54,9,9,9,9,9,9,9,9,4.81,4.81,5.12,499.63,8,8,25,0.37,0.37,0.55,0,0,1,0.63,0.63,0.48,388,388,1023,48.5,48.5,40.92,,1023,6.5,1000,5,0,5,5,5,5,4.5,5,4,6.5,6,5,6,5,5.5,5,5,5.5,0,4,0,5.5,0,5,0,5.5,5,5,5,5,0,0,0,0,0,0,0,0,1,,null,null,null,null,7,2,9,0.7109,239,6,7,41.67,2,null,null,14,14,18,17,8,8,44,4,4,1,null,-4,null,-6,1,5,107.25,-133.69,-11.76,5.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Pelmard Andy,DC,9,2,,9,14.58,7.1,9,9,9,9,9,9,9,9,4.81,4.81,4.81,515,8,8,8,0.92,0.92,0.92,0,0,0,1,1,1,720,720,720,90,90,90,,,null,1000,6,0,5.5,4.5,5.5,4.5,5,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,,null,null,null,1,2,2,1,0.8522,491,6,11,81.08,3,null,null,25,23,2,2,16,13,53,2,2,null,null,-4,null,-6,1,1,120.25,-132.75,-15.6,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Neto Borges,DL,8,-2,,12,38.13,10.47,11,12,11,13,10,12,10,12,4.7,0,05.11,514.8,5,0,27,01.04,0,1,0,0,3,1,0,1,450,0,2368,90,0,87.7,,789,6,1000,0,0,0,0,5.5,4.5,5.5,5,3,5,6,6,5,5,0,0,3.5,5.5,7,4,3,5.5,5,4.5,5,4.5,5,6,6,6,5.5,4.5,0,0,7,0,0,0,1,,null,null,null,1,7,4,5,0.812,317,7,3,58.14,3,null,null,13,10,23,16,3,10,50,5,5,1,null,-4,null,-6,null,8,171.6,-223,-22.38,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,Suspendu
Seidu Alidu,DC,9,-1,,12,52.52,20.19,11,13,10,15,11,12,11,15,4.69,4.69,05.06,524.5,8,8,24,0.75,0.75,0.63,0,0,0,0.88,0.88,0.96,637,637,2064,79.63,79.63,86,,,null,1000,4.5,0,5.5,3.5,4,5.5,5.5,4.5,4.5,5,5.5,4.5,5.5,5,0,0,5,5,5.5,0,0,0,0,0,0,0,5.5,6,6,5.5,5.5,4.5,4.5,5.5,0,0,0,0,1.5,,null,null,1,1,3,1,null,0.7371,536,11,15,63.75,9,null,null,28,25,4,4,18,12,92,4,4,2,null,-4,null,-6,null,5,168,-196.87,-21.94,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Armougom Yoël,DL,3,-2,,,0.19,,6,6,,,7,7,6,6,0,0,4.83,0,0,0,12,0,0,0.49,0,0,0,0,0,0.67,0,0,738,0,0,61.5,,,null,1000,0,0,0,0,0,0,0,0,0,0,5,4.5,4.5,0,0,5,4.5,5,4.5,6,0,0,0,0,0,0,5,0,5,5,0,0,0,4,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Cham Muhammed,MO,13,-2,,20,87.48,38.13,19,22,20,24,19,22,20,24,5.38,5.38,5.31,517.5,8,8,34,01.06,01.06,0.87,2,2,6,1,1,0.62,695,695,1850,86.88,86.88,54.41,348,308,6,6.5,7,0,5,5,3.5,5.5,5.5,5,6.5,6,5.5,5.5,5,6,6,7,6.5,7,5,5.5,4.5,6,5,5,4,4,5,4.5,5,5,6,5,4.5,4.5,4.5,0,0,0,1.5,0,null,null,1,1,26,17,11,0.8876,504,null,7,42.25,8,null,null,12,16,15,13,1,12,106,11,11,13,null,-4,null,-6,1,17,165.73,-114.95,-1.66,7.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Magnin Yohann,MD,10,3,,,,,10,10,10,10,10,10,10,10,5.14,5.2,05.06,486.86,7,5,33,0.38,0.45,0.54,1,1,1,0.43,0.6,0.64,329,290,2017,47,58,61.12,329,2017,6,10,6,0,5,5,5,5,0,5,5,5,5,5,5,6,5,5,5,5,5,5.5,3,5.5,4.5,4.5,4.5,5,6,5.5,5.5,5,5.5,4.5,5.5,5,5,0,0,0,0.5,,null,1,null,null,9,6,2,0.8349,240,3,1,47.5,4,null,null,8,13,1,1,4,5,47,null,null,3,null,-3,null,-5,2,12,110.79,-81.86,-10.5,5.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Gonalons Maxime,MD,10,1,,10,18.13,5.61,10,10,10,10,10,10,10,11,5.13,5.13,5.24,481.38,8,8,25,0.83,0.83,0.75,0,0,0,1,1,0.76,626,626,1554,78.25,78.25,62.16,,,null,1000,5.5,0,5.5,4,6,6,5.5,4.5,4,6,6.5,5,5,0,6.5,5.5,5,6.5,5,5,4,5.5,5.5,4.5,4.5,0,0,0,0,0,0,5,5,0,0,0,0,0,1.5,,null,null,null,null,7,3,1,0.9003,467,11,13,50,12,null,null,13,35,1,1,4,12,55,4,4,6,null,-4,null,-6,null,7,153.38,-121.44,-7.16,5.50,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Boutobba Bilal,MO,10,1,,12,13.08,3.93,10,13,10,10,10,18,10,13,05.07,5,5.48,480.57,7,3,30,0.19,0,0.95,0,0,5,0.14,0,0.77,109,16,2003,15.57,5.33,66.77,,401,6,1000,5,0,5,5,0,5,5,5.5,5,6.5,5,7,5.5,6,3.5,5,5.5,0,0,7,5,7,3.5,5.5,7,5.5,5,6.5,4.5,7,6,5.5,5.5,4.5,0,0,0,0,null,,null,null,null,null,5,3,2,0.723,107,2,2,57.14,2,null,null,1,2,14,9,null,3,26,2,2,2,null,-3,null,-5,null,4,55.29,-38.57,-2.69,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Keïta Habib,MD,8,3,,,0.19,,13,14,8,8,14,15,8,8,5,5,5,452.25,4,4,4,0.41,0.41,0.41,0,0,0,0,0,0,50,50,50,12.5,12.5,12.5,,,null,1000,5.5,0,5,5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,1,0.6411,50,null,2,50,2,null,null,2,2,2,2,1,null,7,1,1,1,null,-1,null,-1,null,null,33,-24.5,-2.35,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Rashani Elbasan,MO,9,1,,9,14.39,4.67,9,9,9,9,9,9,9,10,4.9,4.9,5.37,466,5,5,27,0.22,0.22,0.75,0,0,2,0.2,0.2,0.78,157,157,1779,31.4,31.4,65.89,,890,6.5,1000,5,0,5,5,4.5,5,0,0,0,7,5,5,6,5.5,5,5.5,5.5,5.5,5,0,0,0,6.5,4,5,0,6,4.5,7,6,5,4.5,5,6.5,5.5,0,0,0,1,,null,null,null,null,0,0,2,0.787,71,null,null,31.25,4,null,null,3,5,1,1,3,1,19,3,3,null,null,-1,null,-1,null,6,40.4,-39.6,-2.86,5.50,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Gastien Johan,MD,10,1,,10,7.85,2.24,10,10,10,12,10,10,10,10,4.88,4.88,5.34,469.25,8,8,28,0.52,0.52,0.82,0,0,3,1,1,0.93,646,646,2301,80.75,80.75,82.18,,767,6,1000,5.5,0,5.5,5,5,4,5,4.5,4.5,7.5,5.5,4.5,5,5,6,6.5,4.5,7,6,4.5,5,5,0,0,0,0,0,0,5.5,6,5.5,4.5,5,6,6,0,0,0,1.5,,null,null,null,null,2,2,2,0.8133,595,12,4,47.22,12,null,null,21,29,4,3,4,12,110,7,7,4,null,-4,null,-6,null,13,160,-165,-21,6.50,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Jérémie Bela Jeremie,MO,6,-1,,,,,7,7,9,10,7,7,7,7,4.67,0,4.77,447.33,3,0,15,0.29,0,0.46,0,0,0,0,0,0.2,33,0,440,11,0,29.33,,,null,1000,0,0,0,0,0,0,4.5,4.5,5,0,0,4.5,0,4,0,4.5,0,0,0,5,5,0,0,0,5,4.5,0,0,0,0,5,4.5,4.5,5,6,0,0,0,null,,null,null,null,null,1,1,1,0.9333,28,null,null,33.33,null,null,null,null,1,5,4,null,2,6,2,2,null,null,-3,null,-5,null,3,25.33,-13.47,-0.07,4.50,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,† Pubis
Maurer Aiman,MO,6,-1,,7,0.19,0.19,7,7,7,7,7,7,7,7,4.5,0,4.79,441,2,0,12,0,0,0.86,0,0,0,0,0,0.5,29,0,532,14.5,0,44.33,,,null,1000,0,0,0,0,4.5,0,4.5,0,0,0,7,0,0,0,5,0,0,4,4.5,4.5,3.5,5,0,5,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,1,1,null,0.4167,20,null,1,40,null,null,null,null,null,1,1,null,1,5,null,null,1,null,-2,null,-2,null,1,15.85,-9.3,-0.75,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Kyei Grejohn,A,10,-2,,17,77.94,21.68,16,19,16,22,15,18,16,19,4.25,0,4.81,464.17,6,0,32,0.69,0,1.12,1,0,9,0.67,0,0.81,305,0,2114,50.83,0,66.06,305,235,5.5,10,0,0,0,4,4,5.5,4.5,3.5,4,6,5,4,7,5,6,6,7,5.5,6,4.5,5,4.5,4.5,4,3.5,3.5,4.5,4.5,7,6,5,4,4,2.5,4,0,0,0,1,1,null,null,null,null,3,2,1,0.7913,128,null,1,44.44,7,null,null,null,2,1,null,null,8,41,5,5,2,null,-5,null,-7,null,14,42.35,-43.75,3.95,6.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Nicholson Shamar,A,10,1,,12,27.48,5.42,10,13,11,13,10,13,10,13,5.25,5.25,5.25,496.5,4,4,4,0.5,0.5,0.5,0,0,0,0.75,0.75,0.75,298,298,298,74.5,74.5,74.5,,,null,1000,6,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,null,null,2,1,11,9,3,0.7904,123,null,null,46.43,7,null,null,2,7,1,null,3,3,36,5,5,4,null,-1,null,-1,2,8,113.18,-50.25,-0.9,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Allevinah Jim,A,9,0,,11,37.2,1.5,10,11,9,14,12,14,9,10,4.81,4.81,4.84,489.13,8,8,34,0.53,0.53,0.81,0,0,0,0.75,0.75,0.76,526,526,2285,65.75,65.75,67.21,,,null,1000,4.5,0,5.5,4,5,4.5,5.5,5,4.5,5,4.5,3.5,4.5,4.5,6.5,5,5.5,7,5.5,3.5,3,6,5.5,4.5,4.5,4,5,5.5,5,4.5,5,5,4.5,5,4,0,0,0,1,,null,null,null,null,7,4,6,0.8523,325,7,2,47.54,5,null,null,13,11,23,18,5,7,71,6,6,7,null,-4,null,-6,null,18,107.32,-122.93,-7.5,5.00,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Andric Komnen,A,3,-4,,7,3.55,0.19,7,7,7,7,9,9,9,9,4.13,0,4.52,445,4,0,26,0.25,0,0.62,0,0,1,0.25,0,0.27,124,0,802,31,0,30.85,,802,6.5,1000,0,0,0,0,0,4,4,4.5,4,4.5,4,4.5,3.5,4.5,4.5,0,0,0,0,4.5,4,5.5,4.5,4.5,4.5,5,4.5,4.5,4.5,5.5,5,4.5,3.5,6.5,4.5,0,0,0,0.5,,null,null,null,null,2,0,null,0.7232,69,null,1,31.58,null,null,null,null,2,null,null,1,2,23,3,3,5,null,-3,null,-5,null,4,16.93,-25.65,-1.4,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Bouchenna Mohamed-Amine,A,1,0,,,0.75,,1,1,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,Clermont,OGC Nice,ven. 27/10 21:00,25,0.38339,0.38055,0.38548,
Mvogo Yvon,G,14,-1,,20,80.56,68.22,18,22,18,21,19,24,15,21,5.5,5.5,5.19,543.89,9,9,18,1.39,1.39,1.19,0,0,0,1,1,1,810,810,1543,90,90,85.72,,,null,1000,6.5,5,4.5,4,5,3.5,7,7,7,6.5,5,4,5,5.5,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,5,0,0,0,1,,null,null,null,null,0,0,null,,null,null,null,,null,23,18,null,null,null,null,null,16,null,null,null,null,21,-1,null,-4,null,null,147.44,-93.89,-14.74,0,FC Lorient,Reims,sam. 28/10 17:00,20.920502092050206,0.45375,0.4498,0.43043,
Gomis Alfred,G,7,0,,7,8.79,5.42,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,null,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,,null,null,null,null,0,0,null,,null,null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,FC Lorient,Reims,sam. 28/10 17:00,20.920502092050206,0.45375,0.4498,0.43043,
